id,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms//,source
c-384,DATA 534,UBCO,2023,DATA 534 Web and Cloud Computing,Parallel and cloud computing architectures and program deployment. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-385,DATA 540,UBCO,2023,DATA 540 Databases and Data Retrieval,"Using and querying relational and NoSQL databases for analysis. Experience with SQL, JSON, and programs that use databases. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 531.,,,DATA 531,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-386,DATA 541,UBCO,2023,DATA 541 Scripting and Reporting,Scripting engines for data science. Reporting tools. Automation. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-387,DATA 542,UBCO,2023,DATA 542 Data Wrangling,"Manipulation of data using software tools. Data conversion, filtering, sorting, grouping, cleaning, parsing. Automation. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,"All of DATA 532, DATA 540, DATA 541.",,,"DATA 532,DATA 540,DATA 541",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-388,DATA 543,UBCO,2023,DATA 543 Data Collection,"Fundamental techniques in the collection of data. Focus will be devoted to understanding the effects of randomization, restrictions on randomization, repeated measures and blocking on the model fitting. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,"All of DATA 540, DATA 570.",,,"DATA 540,DATA 570",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-389,DATA 550,UBCO,2023,DATA 550 Dataviz I,Data visualization to produce graphs and images. Advanced data analysis on spreadsheets. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,"All of DATA 530, DATA 531.",,,"DATA 530,DATA 531",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-390,DATA 551,UBCO,2023,DATA 551 Dataviz II,Data visualization using business intelligence and data analysis software. Interactive visualization. Production of visualizations for mobile and web. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,"All of DATA 534, DATA 543, DATA 550.",,,"DATA 534,DATA 543,DATA 550",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-391,DATA 552,UBCO,2023,DATA 552 Communication and Argumentation,"Interpretation of data. Argumentation: hypothesis, claim, evidence and inference. Model limitations: bias, validity, reliability, sensitive analysis. Communication of recommendations to decision-makers. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-392,DATA 553,UBCO,2023,"DATA 553 Privacy, Security and Professional Ethics",Data privacy laws and expectations. Freedom of information. Ethics board. Licensing. Data security. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-393,DATA 570,UBCO,2023,DATA 570 Predictive Modelling,"Introduction to regression for Data Science. Simple linear regression, multiple linear regression, interactions, mixed variable types, model assessment, simple variable selection, k-nearest-neighbours regression. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 580.,,,DATA 580,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-394,DATA 571,UBCO,2023,DATA 571 Resampling and Regularization,"Resampling techniques and regularization for linear models. Bootstrap, jackknife, cross-validation, ridge regression, lasso, discussion of tuning parameters. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 570.,,,DATA 570,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-395,DATA 572,UBCO,2023,DATA 572 Supervised Learning,"Analysis of data with categorical responses. Logistic regression, k-nearest-neighbours classification, discriminant analysis, decision trees and random forests. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 571.,,,DATA 571,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-396,DATA 573,UBCO,2023,DATA 573 Unsupervised and Semi-supervised Learning,"Analyses for data with unknown responses. Distance measures, hierarchical clustering, k-means, mixture models. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 572.,,,DATA 572,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-397,DATA 580,UBCO,2023,DATA 580 Modelling and Simulation I,"Pseudorandom number generation, testing and transformation to other discrete and continuous data types. Introduction to Poisson processes and the simulation of data from predictive models, as well as temporal and spatial models. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-398,DATA 581,UBCO,2023,DATA 581 Modelling and Simulation II,"Markov chains and their applications, for example, queueing and Markov Chain Monte Carlo. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 580.,,,DATA 580,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-399,DATA 582,UBCO,2023,DATA 582 Bayesian Inference,"Introduction to Bayesian paradigm and tools for Data Science. Topics include Bayes theorem, prior, likelihood and posterior. A detailed analysis of the cases of binomial, normal samples, normal linear regression models. A significant focus will be on computational aspects of Bayesian problems using software packages. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,"All of DATA 572, DATA 581.",,,"DATA 572,DATA 581",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-400,DATA 583,UBCO,2023,DATA 583 Advanced Predictive Modelling,Splines. Smoothing. Generalized linear models. Generalized additive models. An introduction to mixed models. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,"All of DATA 572, DATA 581.",,,"DATA 572,DATA 581",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-401,DATA 585,UBCO,2023,DATA 585 Optimization,Modelling using mathematical programming. Fundamental continuous and discrete optimization algorithms. Optimization software for small to medium scale problems. Optimization algorithms for data science. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 580.,,,DATA 580,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-402,DATA 586,UBCO,2023,DATA 586 Advanced Machine Learning,"Neural networks, backpropagation, deep learning. Restricted to students in the MDS program.",1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 580.,,,DATA 580,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-403,DATA 589,UBCO,2023,DATA 589 Special Topic,Advanced or specialized topic in Data Science with applications to specific data sets. Restricted to students in the MDS program.,1,FALSE,This course is restricted to students in one of these programs: MDS-O,,,DATA 543.,,,DATA 543,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-404,DATA 599,UBCO,2024,DATA 599 Capstone,A capstone design project designed to give students experience in performing data science on a complex multi-disciplinary project. Restricted to students in the MDS program.,6,FALSE,This course is restricted to students in one of these programs: MDS-O,,,"All of DATA 583, DATA 586.",,,"DATA 583,DATA 586",FALSE,FALSE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/datao
c-596,ENGR 303,UBCO,2024,ENGR 303 Engineering Project Management,"Project management including initiating, planning, executing, controlling, and closing engineering projects. Managing the scope, costs, schedule, risks, and human resources in engineering projects. External party engagement, including Indigenous communities.",3,FALSE,,,,"All of APSC 169, APSC 201.",,,"APSC 169,APSC 201",TRUE,FALSE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-597,ENGR 305,UBCO,2024,ENGR 305 Engineering Economic Analysis,"Cost concepts, accounting, time value of money; depreciation and taxes; public sector projects; economic evaluation techniques; handling uncertainty; sustainability in economic evaluation; societal context; infrastructure management needs; project impacts, mitigating risk. Case studies.",3,FALSE,This course is restricted to students in one of these programs: BASC-O in year: >=2,,,(Second-year B.A.Sc. standing.),,,,FALSE,TRUE,FALSE,TRUE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-598,ENGR 310,UBCO,2023,ENGR 310 Fluid Mechanics II,"Differential conservation, equations and solutions, boundary layers, compressible flows, and introduction to turbomachinery.",3,FALSE,,,,APSC 253.,,,APSC 253,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-599,ENGR 315,UBCO,2023,ENGR 315 Systems and Control,"Dynamic systems, linear systems, control concepts, block diagrams, transient response, root locus, frequency response, Bode and Nyquist plots, and controller design.",3,FALSE,,,,APSC 246.,,,APSC 246,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-600,ENGR 320,UBCO,2023,ENGR 320 Electromechanical Devices,"Three-Phase AC power systems. DC and AC magnetic circuits, transformers, DC machines, principles of electromagnetic devices, synchronous machines, induction motors, and brushless DC motors.",3,FALSE,,,,APSC 255.,,,APSC 255,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-601,ENGR 325,UBCO,2023,ENGR 325 Civil Engineering Materials,"Structures and properties of common materials: aggregates, Portland cement, concrete, asphalt, timber, composites, and metals. Relationships between materials structures and mechanical properties.",3,FALSE,,,,APSC 259.,,,APSC 259,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-602,ENGR 327,UBCO,2023,ENGR 327 Reinforced Concrete Design I,"Analysis of reinforced concrete members subjected to flexure, shear, and combined bending and axial forces. Design of one-way slabs, beams, and short columns. Serviceability analysis. Bond and anchorage.",3,FALSE,,,ENGR 325.,"All of APSC 259, APSC 260, APSC 261.",,ENGR 325,"APSC 259,APSC 260,APSC 261",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-603,ENGR 330,UBCO,2023,ENGR 330 Reliability and Risk Analysis for Civil Engineering,Applied probability and simulation for civil engineering infrastructure. Methods for probabilistic risk and reliability analysis. Risk-based decision making.,3,FALSE,,,,"All of APSC 254, APSC 258.",,,"APSC 254,APSC 258",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-604,ENGR 331,UBCO,2023,ENGR 331 Infrastructure Management I,"Introduction to asset management, municipal infrastructure systems, performance and prioritization measures, data management, life cycle costing, decision support tools, integrated approach.",3,FALSE,,,"All of ENGR 305, ENGR 330.",,,"ENGR 305,ENGR 330",,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-605,ENGR 332,UBCO,2023,ENGR 332 Surveying and GIS Analysis,"Theory and application methods for measuring and representing objects of interest on, below, and over the earth's surface, and for analyzing data to meet engineering design and operational objectives driven by socio-economic or environmental concerns of natural and engineered systems.",3,FALSE,,,,"All of APSC 169, APSC 254.",,,"APSC 169,APSC 254",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-606,ENGR 335,UBCO,2023,ENGR 335 Transportation Engineering,"Analysis, planning, design, and operation of transportation systems, including: governance, economics, land use, transport modes, users, roads, freeways, end-of-trip facilities, public transit, and intersection controls.",3,FALSE,,,,APSC 254.,,,APSC 254,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-607,ENGR 340,UBCO,2023,ENGR 340 Soil Mechanics,"Geological processes, soil classification, principle of effective stress, seepage analysis, shear strength, soil compaction, consolidation, and slope stability analysis.",3,FALSE,,,,"All of APSC 253, APSC 260.",,,"APSC 253,APSC 260",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-608,ENGR 341,UBCO,2023,ENGR 341 Engineering Hydrology,"Hydrologic processes, climate change and hydrologic cycle analysis, urban flood management. Emphasis on quantitative techniques.",3,FALSE,,,,"All of APSC 253, APSC 254.",,,"APSC 253,APSC 254",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-609,ENGR 342,UBCO,2023,ENGR 342 Open Channel Flow,"Channel characteristics, flow classification, specific energy and momentum, uniform flow, critical flow, hydraulic jump, flow control structures, channel design, unsteady flow, contaminant transport.",3,FALSE,,,,APSC 253.,,,APSC 253,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-610,ENGR 347,UBCO,2023,ENGR 347 Environmental Engineering,"Air, water, environmental pollutants, and treatment design concepts.",3,FALSE,,,,"All of APSC 182, APSC 183, APSC 253.",,,"APSC 182,APSC 183,APSC 253",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-611,ENGR 350,UBCO,2023,ENGR 350 Linear Circuit Theory,"Transient and steady-state analysis of linear circuits, Laplace transform analysis, mutual inductance and ideal transformers, frequency response and Bode plots, passive and active filters, introduction to synthesis of passive networks, two-port network models for linear systems, and circuit simulation.",3,FALSE,,,,"All of APSC 246, APSC 255.",,,"APSC 246,APSC 255",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-612,ENGR 351,UBCO,2023,ENGR 351 Microelectronics I,"Signals and amplifier fundamentals, the operational amplifier, diodes, metal-oxide-semiconductor field effect transistor amplifier circuits, and bipolar junction transistor amplifier circuits.",3,FALSE,,,,APSC 255.,,,APSC 255,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-613,ENGR 352,UBCO,2023,ENGR 352 Microelectronics II,Building blocks of integrated-circuit amplifiers; differential multistage amplifiers; frequency response; feedback; output stages and power amplifiers; and operational amplifier circuitry. Credit will be granted for only one of ENGR 352 or ENGR 451.,3,FALSE,,,,ENGR 351.,,,ENGR 351,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-614,ENGR 353,UBCO,2023,ENGR 353 Semiconductor Devices,"Semiconductor materials, carrier transport phenomena, P-N diode, metal-semiconductor junction, light-emitting diode, semiconductor lasers and photodiodes, bipolar junction transistors, MOSFET, and other semiconductor devices.",3,FALSE,,,,APSC 255.,,,APSC 255,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-615,ENGR 359,UBCO,2023,ENGR 359 Microcomputer Engineering,"Microcomputer architecture, number representation, assembly language, parallel and serial input/output, interrupts, memory, peripherals.",3,FALSE,,,,APSC 255.,,,APSC 255,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-616,ENGR 360,UBCO,2023,ENGR 360 Engineering Probability and Statistics.,"Set theory, conditional probability, distribution function, functions of random variables, central limit theorem, sample distributions, confidence intervals, elements of parameter estimation and hypothesis testing, testing the fit of a distribution. Applications of probability and statistics in engineering. Credit will be granted for only one of ENGR 360 or ENGR 560.",3,FALSE,,,,"All of APSC 248, APSC 254.",,,"APSC 248,APSC 254",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-617,ENGR 362,UBCO,2023,ENGR 362 Digital Signal Processing I,"Discrete-time signals and systems, difference equations, sampling and aliasing, decimation and interpolation, quantization errors, z-transform, discrete Fourier transform, fast Fourier transform, implementation of discrete-time systems, finite and infinite impulse response filter design.",3,FALSE,,,,APSC 246.,,,APSC 246,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-618,ENGR 375,UBCO,2023,ENGR 375 Energy System Design,"Primary energy sources and carriers. Energy conversion. Analysis of thermal systems. Reacting systems and combustion. Thermal systems design including steam power plants, gas turbines, internal combustion engines, and refrigeration systems.",3,FALSE,,,,"All of APSC 252, APSC 253.",,,"APSC 252,APSC 253",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-619,ENGR 376,UBCO,2023,ENGR 376 Materials Science II,"Review comprehensive study of phase diagrams, phase transformations, TTT diagrams, heat treatment, ferrous and nonferrous alloys, composite and concrete materials, and materials selection.",3,FALSE,,,,APSC 259.,,,APSC 259,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-620,ENGR 378,UBCO,2023,ENGR 378 Electromagnetics for Engineers,"Maxwell's equations, time harmonic fields, plane waves in media, polarization, Fresnel equations, transmission lines, scattering parameters, the Smith Chart, and waveguides.",3,FALSE,,,,APSC 278.,,,APSC 278,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-621,ENGR 380,UBCO,2023,ENGR 380 Design of Machine Elements,"Product design methodology; static and fatigue failure theory; design/selection of components including shafts, springs, bearings, gears, brakes, and clutches; design of bolted joints, power screws, and welds; design evaluation and optimization.",3,FALSE,,,,APSC 260.,,,APSC 260,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-622,ENGR 381,UBCO,2023,ENGR 381 Kinematics and Dynamics of Machinery,"The design, analysis, and synthesis of mechanisms, linkages, cams, and gear trains; dynamic force analysis; balancing of rotating and reciprocating masses.",3,FALSE,,,,APSC 181.,,,APSC 181,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-623,ENGR 385,UBCO,2023,ENGR 385 Heat Transfer Applications,"Steady and transient conduction heat transfer, radiation heat transfer, convection heat transfer, introduction to heat exchanger.",3,FALSE,,,,"All of APSC 248, APSC 252.",,,"APSC 248,APSC 252",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-624,ENGR 387,UBCO,2023,ENGR 387 Vibration of Mechanical Systems,"Vibration of mechanical systems. Single and multiple degree of freedom systems. Undamped, damped vibrations. Forced vibrations and resonance. Modal analysis, modelling vibrating systems. Spectral analysis. Measurement and control of vibrating mechanical systems.",3,FALSE,,,,APSC 246.,,,APSC 246,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-625,ENGR 401,UBCO,2023,ENGR 401 Bioinstrumentation,"Bioinstruments used for tracking vitals, diagnosis, and treatment of disease in the vascular, muscular, nervous, and respiratory systems. Introduction to the fundamentals of each body system, electrical safety, signal acquisition, biosensors, transducers, amplifiers, and analysis of human physiological measurements. Hands on experience with sensors, biomedical devices, and design through labs.",3,FALSE,,,,APSC 254.,,,APSC 254,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-626,ENGR 402,UBCO,2023,ENGR 402 Biotechnology: Fundamentals and Applications,"Basics of biotechnology, DNA and RNA technologies, nanobiotechnology, medical biotechnology, and ethics in biotechnology.",3,FALSE,,,,(Third-year standing),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-627,ENGR 405,UBCO,2024,ENGR 405 Engineering Leadership,"Introduction to Engineering Leadership. Leadership styles. Understanding persuasion and influence. Goal setting and accountability within an engineering team, team building and team dynamics, including issues of equity, diversity and inclusion in teams. Credit will be granted for only one of APSC 505 or ENGR 405.",3,FALSE,,,,(Fourth-year B.A.Sc. standing.),,,,FALSE,FALSE,FALSE,TRUE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-628,ENGR 406,UBCO,2023,ENGR 406 Microelectromechanical Systems,"Mechanisms, design, fabrication, and testing of microsensors, actuators, and MicroElectroMechanical systems (MEMS). Credit will not be granted for both ENGR 406 and ENGR 506",3,FALSE,,,,(Fourth-year B.A.Sc. standing.),,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-629,ENGR 407,UBCO,2024,ENGR 407 Inclusive Design,"Design and prototyping of devices from different perspectives of inclusion, with an emphasis on disability, chronic illness, and population diversity; analysis of existing technologies and practices, including built environments, portable devices, user interfaces, sports, and occupational task and process design.",3,FALSE,,,,,,,,FALSE,TRUE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-630,ENGR 408,UBCO,2023,ENGR 408 Energy System Transition,"GHG emission reductions, examination of the sources and use of energy, practical potential transition strategies. Participation in a one-day weekend field trip in March is required.",3,FALSE,,,,ENGR 320.,,,ENGR 320,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-631,ENGR 409,UBCO,2023,ENGR 409 Construction Digitalization and Informatics,Lean construction; logistics optimization; n-dimensional Building Information Modeling (nD BIM); Internet of Things and Construction 4.0 technologies; new business models; digital fabrication and platform-based construction. Credit will be granted for only one of ENGR 409 or APSC 509.,3,FALSE,This course is restricted to students in one of these programs: BASC-O in year: >=4,,,"One of ENGR 303, MANF 470.",,,"ENGR 303,MANF 470",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-632,ENGR 411,UBCO,2023,ENGR 411 Technology Entrepreneurship for Engineers,"Engineering and innovation, business models, customer development, intellectual property, product development, customer validation, hypothesis testing, company positioning. Credit will be granted for only one of ENGR 411 or ENGR 511.",3,FALSE,,,,(Fourth-year B.A.Sc. standing.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-633,ENGR 413,UBCO,2024,ENGR 413 Law and Ethics for Engineers,"Ethical theories and their application. The Canadian legal system. Companies, partnerships, independent contractors. Contract documents, specifications, liability, torts and liens. Intellectual property. Agency; evidence; role of an expert witness. Employment law. Professional Governance Act, Code of Ethics, consultation and engagement with Indigenous communities.",3,FALSE,This course is restricted to students in one of these programs: BASC-O in year: =4,,,(Fourth-year standing.),,,,FALSE,TRUE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-634,ENGR 414,UBCO,2023,ENGR 414 Precast Concrete Structures,Means and methods of precast concrete construction; advanced design of precast concrete structures; analysis of experimental data of precast concrete components; innovations in precast concrete construction. Credit will be granted for only one of ENGR 414 or APSC 514.,3,FALSE,,,,ENGR 325 and ENGR 327.,,,"ENGR 325,ENGR 327",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-635,ENGR 417,UBCO,2023,ENGR 417 Pipeline Integrity Management,"Pipeline regulation codes, pipeline integrity management, pipeline operations, materials and fabrication, examination techniques, corrosion protection, and geohazards evaluation.",3,FALSE,,,,(Fourth-year B.A.Sc. standing.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-636,ENGR 418,UBCO,2023,ENGR 418 Applied Machine Learning for Engineers,"Fundamentals of machine learning, toolboxes in machine learning, supervised learning, unsupervised learning, applications of machine learning in various engineering disciplines. Credit will be granted for only one of ENGR 418 or ENGR 518.",3,FALSE,,,,(Fourth-year B.A.Sc. standing.),,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-637,ENGR 424,UBCO,2023,ENGR 424 Smart Cities,"Smart city concept, smart city standardization, smart grid and energy management, Internet of Things and cloud computing for smart city, smart city lighting, intelligent transportation, technology enhanced infrastructure, water solutions, smart buildings and technology, data analytics in smart cities.",3,FALSE,,,,(Fourth-year B.A.Sc. standing.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-638,ENGR 425,UBCO,2023,ENGR 425 Design of Steel and Timber Structures,"Introduction to limit states design of steel and timber structures: material properties, design of tension and compression members, beams, columns, and connections.",3,FALSE,,,,"All of ENGR 325, ENGR 327.",,,"ENGR 325,ENGR 327",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-639,ENGR 426,UBCO,2023,ENGR 426 Analysis of Indeterminate Structures,"Analysis of statically indeterminate structures using flexibility and stiffness methods. Linear and non-linear analysis, introduction to finite element method.",3,FALSE,,,,"All of APSC 179, ENGR 327.",,,"APSC 179,ENGR 327",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-640,ENGR 427,UBCO,2023,ENGR 427 Reinforced Concrete Design II,"Design of reinforced concrete two-way slabs, slender columns, footings, and walls. Design for torsion.",3,FALSE,,,,"All of ENGR 325, ENGR 327.",,,"ENGR 325,ENGR 327",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-641,ENGR 428,UBCO,2023,ENGR 428 Earthquake Engineering,Strong ground motion; single-degree-of-freedom systems; earthquake response of linear and inelastic systems; subspace iteration; multi-degree-of-freedom systems; earthquake response and design; building design consideration.,3,FALSE,,,,ENGR 327.,,,ENGR 327,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-642,ENGR 429,UBCO,2023,ENGR 429 Rehabilitation of Concrete Structures,"Concrete damage and deterioration mechanisms, assessment and instrumentation; repair and strengthening materials and techniques; design of structural strengthening systems. Credit will be granted for only one of ENGR 429 or ENGR 529.",3,FALSE,,,,"All of ENGR 325, ENGR 327.",,,"ENGR 325,ENGR 327",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-643,ENGR 432,UBCO,2023,ENGR 432 Infrastructure Management II,"Impact of climate change, integrated asset management, resilient infrastructure, condition assessment and performance modeling, in-service monitoring and risk-based evaluation, life cycle cost and benefits analysis, prioritization and optimization, advanced modellling and GIS implementation.",3,FALSE,,,,"All of ENGR 303, ENGR 305, ENGR 330, ENGR 331.",,,"ENGR 303,ENGR 305,ENGR 330,ENGR 331",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-644,ENGR 433,UBCO,2023,ENGR 433 Construction Engineering and Management,"Management of the firm: strategic planning, designing, construction, productivity management, and project closure. Project delivery systems: traditional, construction management, and turnkey. Estimating, bidding, and bonding. Project control tools and procedures. Safety and quality control. Project Management. Credit will be granted for only one of ENGR 433 or ENGR 533.",3,FALSE,,,,ENGR 303.,,,ENGR 303,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
